"","Gene.ID","Uniq_Name","KH2013","X","KYname","KHname","Description","name","ENSMUSG","ENSMUST","annotation_1","annotation_2","loc","SNR","variance","denoised_SNR","denoised_variance","gene_network_leiden","gene_network_n","leiden","gene_clusters_leiden","scores","logfoldchanges","pvals","pvals_adj"
"KY.Chr8.436","KY.Chr8.436","Smndc1-KY.Chr8.436","KH.C8.105","Smndc1-KY.Chr8.436","SMNDC1","SMNDC1","19:53379880:53390041:-1 ENSMUSG00000025024.7 ENSMUST00000237529.1 protein_coding protein_coding Smndc1 survival motor neuron domain containing 1 [Source:MGI Symbol;Acc:MGI:1923729]","Smndc1","ENSMUSG00000025024.7","ENSMUST00000237529.1","protein_coding","protein_coding","19:53379880:53390041:-1",1.84575479110716,2.451957,1.59509659836871,1.6693631,1,33,6,0,11.918501,0.5906306,2.03674894690579e-29,8.75877045815616e-29
"KY.Chr8.437","KY.Chr8.437","Larp7-KY.Chr8.437","KH.C8.147","Larp7-KY.Chr8.437","LARP7","LARP7","3:127536714:127553349:-1 ENSMUSG00000027968.11 ENSMUST00000029588.9 protein_coding protein_coding Larp7 La ribonucleoprotein domain family, member 7 [Source:MGI Symbol;Acc:MGI:107634]","Larp7","ENSMUSG00000027968.11","ENSMUST00000029588.9","protein_coding","protein_coding","3:127536714:127553349:-1",0.488864457061302,1.2474549,0.430052258571707,1.1771581,4,36,3,5,15.738363,1.8381488,6.17610315703201e-50,4.66632562927326e-49
"KY.Chr8.439","KY.Chr8.439","Sufu-KY.Chr8.439","KH.C8.552","Sufu-KY.Chr8.439","SUFU","SUFU","19:46397026:46476954:1 ENSMUSG00000025231.17 ENSMUST00000118440.2 protein_coding protein_coding Sufu SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643]","Sufu","ENSMUSG00000025231.17","ENSMUST00000118440.2","protein_coding","protein_coding","19:46397026:46476954:1",0.328073879278858,0.53897387,0.209255065280407,0.5356906,4,13,3,7,7.496042,1.5363493,1.44287726936634e-13,3.34529826349116e-13
"KY.Chr8.440","KY.Chr8.440","Pnp2-KY.Chr8.440","KH.C8.540","Pnp2-KY.Chr8.440","PNP","PNP/1/2/6","14:50955992:50964749:1 ENSMUSG00000068417.8 ENSMUST00000095925.4 protein_coding protein_coding Pnp2 purine-nucleoside phosphorylase 2 [Source:MGI Symbol;Acc:MGI:3712328]","Pnp2","ENSMUSG00000068417.8","ENSMUST00000095925.4","protein_coding","protein_coding","14:50955992:50964749:1",0.358911305754803,0.4860998,0.291475418120544,0.71677244,4,18,1,5,11.98415,2.5063055,4.88575645404784e-31,2.20546985156494e-30
"KY.Chr8.441","KY.Chr8.441","Ccdc149-KY.Chr8.441","KH.C8.86","Ccdc149-KY.Chr8.441","CCDC149","CCDC149","5:52374651:52471521:-1 ENSMUSG00000045790.10 ENSMUST00000059428.6 protein_coding protein_coding Ccdc149 coiled-coil domain containing 149 [Source:MGI Symbol;Acc:MGI:2685293]","Ccdc149","ENSMUSG00000045790.10","ENSMUST00000059428.6","protein_coding","protein_coding","5:52374651:52471521:-1",0.39190586726403,0.5297935,0.319413167451464,0.7128149,5,20,1,9,14.923519,3.1183743,1.96326201625391e-45,1.31878939875725e-44
"KY.Chr8.443","KY.Chr8.443","Supv3l1-KY.Chr8.443","KH.C8.488","Supv3l1-KY.Chr8.443","SUPV3L1","SUPV3L1","10:62429209:62449738:-1 ENSMUSG00000020079.15 ENSMUST00000020273.15 protein_coding protein_coding Supv3l1 suppressor of var1, 3-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2441711]","Supv3l1","ENSMUSG00000020079.15","ENSMUST00000020273.15","protein_coding","protein_coding","10:62429209:62449738:-1",0.262839861764248,0.15686631,0.163362238027989,0.20614693,0,20,0,1,-1.1542865,-0.35634387,0.248768492983081,0.276578597869807
"KY.Chr8.444","KY.Chr8.444","Gba-KY.Chr8.444","KH.C8.231","Gba-KY.Chr8.444","GBA","KH2013:KH.C8.231_GBA","3:89202940:89208681:1 ENSMUSG00000028048.11 ENSMUST00000167998.1 protein_coding protein_coding Gba glucosidase, beta, acid [Source:MGI Symbol;Acc:MGI:95665]","Gba","ENSMUSG00000028048.11","ENSMUST00000167998.1","protein_coding","protein_coding","3:89202940:89208681:1",0.333074855912745,0.5621584,0.233429255212849,0.5173916,1,40,6,0,6.3836794,1.3827848,2.682541171542e-10,5.30858728573126e-10
"KY.Chr8.449","KY.Chr8.449","Atp6v1b1-KY.Chr8.449","KH.C8.208","Atp6v1b1-KY.Chr8.449","ATP6V1B2","ATP6V1B1/2","6:83742990:83758855:1 ENSMUSG00000006269.7 ENSMUST00000006431.7 protein_coding protein_coding Atp6v1b1 ATPase, H+ transporting, lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]","Atp6v1b1","ENSMUSG00000006269.7","ENSMUST00000006431.7","protein_coding","protein_coding","6:83742990:83758855:1",0.475106259797636,0.8887826,0.322072461571337,0.8485091,4,20,4,7,10.305027,1.4442385,1.05980645239385e-23,3.7104572797943e-23
"KY.Chr8.450","KY.Chr8.450","Usp49-KY.Chr8.450","KH.C8.847","Usp49-KY.Chr8.450","USP49","USP44/49","17:47630690:47686738:1 ENSMUSG00000090115.7 ENSMUST00000024779.14 protein_coding protein_coding Usp49 ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391]","Usp49","ENSMUSG00000090115.7","ENSMUST00000024779.14","protein_coding","protein_coding","17:47630690:47686738:1",0.349596213540142,0.6599577,0.260084819861062,0.6789862,3,47,5,11,11.225019,1.9806771,1.22583723686002e-27,4.98568129916949e-27
"KY.Chr8.451","KY.Chr8.451","Chchd4-KY.Chr8.451","KH.C8.334","Chchd4-KY.Chr8.451","CHCHD4","CHCHD4","6:91462172:91473546:-1 ENSMUSG00000034203.8 ENSMUST00000040835.8 protein_coding protein_coding Chchd4 coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:MGI Symbol;Acc:MGI:1919420]","Chchd4","ENSMUSG00000034203.8","ENSMUST00000040835.8","protein_coding","protein_coding","6:91462172:91473546:-1",0.856393580032247,1.385345,0.688674336086409,1.7021539,4,56,1,5,22.466461,2.31028,1.67946468997976e-90,3.33243297101567e-89
"KY.Chr8.452","KY.Chr8.452","Klhdc10-KY.Chr8.452","KH.C8.592","Klhdc10-KY.Chr8.452","KLHDC10","RWDD1","6:30401868:30453288:1 ENSMUSG00000029775.14 ENSMUST00000068240.12 protein_coding protein_coding Klhdc10 kelch domain containing 10 [Source:MGI Symbol;Acc:MGI:1924038]","Klhdc10","ENSMUSG00000029775.14","ENSMUST00000068240.12","protein_coding","protein_coding","6:30401868:30453288:1",0.32460064037356,0.5126764,0.220948037126899,0.5754228,6,45,9,14,0.20891948,0.036242973,0.834572207708665,0.868239729959066
"KY.Chr8.453","KY.Chr8.453","Prickle2-KY.Chr8.453","KH.C8.316","Prickle2-KY.Chr8.453","PRICKLE2","PRICKLE1/2/3","6:92370908:92706155:-1 ENSMUSG00000030020.13 ENSMUST00000032093.11 protein_coding protein_coding Prickle2 prickle planar cell polarity protein 2 [Source:MGI Symbol;Acc:MGI:1925144]","Prickle2","ENSMUSG00000030020.13","ENSMUST00000032093.11","protein_coding","protein_coding","6:92370908:92706155:-1",0.646334812444675,1.2201061,0.348877111459281,0.8785985,2,5,8,2,14.036267,2.062986,5.73521414723307e-41,3.41914797769327e-40
"KY.Chr8.456","KY.Chr8.456","Epha7-KY.Chr8.456","KH.C8.796","Epha7-KY.Chr8.456","EPHA7","EPHA3/5/7","4:28813250:28967499:1 ENSMUSG00000028289.12 ENSMUST00000108191.1 protein_coding protein_coding Epha7 Eph receptor A7 [Source:MGI Symbol;Acc:MGI:95276]","Epha7","ENSMUSG00000028289.12","ENSMUST00000108191.1","protein_coding","protein_coding","4:28813250:28967499:1",0.382442746028028,0.5931616,0.29776135214606,0.788425,4,13,1,5,10.527548,1.7431039,1.25352390532942e-24,4.53833389108416e-24
"KY.Chr8.457","KY.Chr8.457","Manba-KY.Chr8.457","KH.C8.307","Manba-KY.Chr8.457","MANBA","MANBA","3:135485611:135571404:1 ENSMUSG00000028164.15 ENSMUST00000029814.9 protein_coding protein_coding Manba mannosidase, beta A, lysosomal [Source:MGI Symbol;Acc:MGI:88175]","Manba","ENSMUSG00000028164.15","ENSMUST00000029814.9","protein_coding","protein_coding","3:135485611:135571404:1",0.324922749841121,0.54673153,0.202644258166525,0.4707165,3,13,3,3,7.2147284,1.6071787,1.0638059299152e-12,2.34853185985869e-12
"KY.Chr8.458","KY.Chr8.458","KY2019:KY.Chr8.458","KH.C8.190","KY2019:KY.Chr8.458","ORF:[31..3243/3370]","KH2013:KH.C8.190","nan","nan","nan","nan","nan","nan","nan",0.582222173136886,1.0629851,0.491907993104736,1.1046699,2,22,5,11,15.452939,1.7207768,6.45691812131357e-48,4.60604761271714e-47
"KY.Chr8.459","KY.Chr8.459","Utp4-KY.Chr8.459","KH.C8.257","Utp4-KY.Chr8.459","UTP4","CIRH1A","8:106893651:106923088:1 ENSMUSG00000041438.8 ENSMUST00000047629.6 protein_coding protein_coding Utp4 UTP4 small subunit processome component [Source:MGI Symbol;Acc:MGI:1096573]","Utp4","ENSMUSG00000041438.8","ENSMUST00000047629.6","protein_coding","protein_coding","8:106893651:106923088:1",0.473827849499217,0.6197918,0.382873936039326,0.88122606,5,36,1,9,16.96557,2.3685374,5.3752206237538e-57,4.79197694647627e-56
"KY.Chr8.460","KY.Chr8.460","B4galt4-KY.Chr8.460","KH.C8.729","B4galt4-KY.Chr8.460","PHF8","B4GALT2/4","16:38742266:38768848:1 ENSMUSG00000022793.17 ENSMUST00000114712.7 protein_coding protein_coding B4galt4 UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1928387]","B4galt4","ENSMUSG00000022793.17","ENSMUST00000114712.7","protein_coding","protein_coding","16:38742266:38768848:1",0.274171151961391,0.33268267,0.193811758593073,0.47886947,1,16,6,4,2.1026893,0.42072546,0.0357962814153855,0.0428329333388139
"KY.Chr8.461","KY.Chr8.461","Gpam-KY.Chr8.461","KH.C8.76","Gpam-KY.Chr8.461","GPAM","GPAM","19:55067268:55103091:-1 ENSMUSG00000024978.11 ENSMUST00000236859.1 protein_coding nonsense_mediated_decay Gpam glycerol-3-phosphate acyltransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:109162]","Gpam","ENSMUSG00000024978.11","ENSMUST00000236859.1","protein_coding","nonsense_mediated_decay","19:55067268:55103091:-1",0.665514575870121,1.2003181,0.444459849899494,1.1031245,3,29,2,0,9.586928,1.1574941,9.88537580730943e-21,3.09746827231716e-20
"KY.Chr8.463","KY.Chr8.463","Pgp-KY.Chr8.463","KH.C8.768","Pgp-KY.Chr8.463","PGP","PGP","17:24470392:24473110:1 ENSMUSG00000043445.7 ENSMUST00000053024.7 protein_coding protein_coding Pgp phosphoglycolate phosphatase [Source:MGI Symbol;Acc:MGI:1914328]","Pgp","ENSMUSG00000043445.7","ENSMUST00000053024.7","protein_coding","protein_coding","17:24470392:24473110:1",0.24643470580052,0.38091242,0.183483638785572,0.36394286,3,24,2,3,5.9337482,1.5135319,4.07434664484101e-09,7.53910905875401e-09
"KY.Chr8.464","KY.Chr8.464","Tsen2-KY.Chr8.464","KH.C8.12","Tsen2-KY.Chr8.464","TSEN2","TSEN2","6:115544664:115578628:1 ENSMUSG00000042389.13 ENSMUST00000040234.8 protein_coding protein_coding Tsen2 tRNA splicing endonuclease subunit 2 [Source:MGI Symbol;Acc:MGI:2141599]","Tsen2","ENSMUSG00000042389.13","ENSMUST00000040234.8","protein_coding","protein_coding","6:115544664:115578628:1",0.220611007221769,0.24981596,0.15859137948734,0.24007346,3,20,2,6,3.7690988,1.250702,0.00017351092859986,0.000246515787505015
"KY.Chr8.465","KY.Chr8.465","Serac1-KY.Chr8.465","KH.C8.271","Serac1-KY.Chr8.465","SERAC1","SERAC1","17:6042196:6079741:-1 ENSMUSG00000015659.12 ENSMUST00000097432.9 protein_coding protein_coding Serac1 serine active site containing 1 [Source:MGI Symbol;Acc:MGI:2447813]","Serac1","ENSMUSG00000015659.12","ENSMUST00000097432.9","protein_coding","protein_coding","17:6042196:6079741:-1",0.227043865031663,0.20085403,0.143634617754844,0.2758151,6,16,9,14,1.0297922,0.25764042,0.303406753421719,0.333739263888934
"KY.Chr8.466","KY.Chr8.466","Srr-KY.Chr8.466","KH.C8.889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr8.468","KY.Chr8.468","Slc7a6os-KY.Chr8.468","KH.C8.353","Slc7a6os-KY.Chr8.468","SLC7A6OS","SLC7A6OS","8:106200717:106210933:-1 ENSMUSG00000033106.6 ENSMUST00000035925.6 protein_coding protein_coding Slc7a6os solute carrier family 7, member 6 opposite strand [Source:MGI Symbol;Acc:MGI:1916951]","Slc7a6os","ENSMUSG00000033106.6","ENSMUST00000035925.6","protein_coding","protein_coding","8:106200717:106210933:-1",0.460504899173625,0.9235761,0.343647117696043,1.0100366,3,12,2,3,9.989889,1.4506724,2.00048018103271e-22,6.64253675058585e-22
"KY.Chr8.473","KY.Chr8.473","Slc10a4-KY.Chr8.473","KH.C8.635","Slc10a4-KY.Chr8.473","SLC10A1","KH2013:KH.C8.635_CG9903","5:73006883:73012955:1 ENSMUSG00000029219.10 ENSMUST00000031127.10 protein_coding protein_coding Slc10a4 solute carrier family 10 (sodium/bile acid cotransporter family), member 4 [Source:MGI Symbol;Acc:MGI:3606480]","Slc10a4","ENSMUSG00000029219.10","ENSMUST00000031127.10","protein_coding","protein_coding","5:73006883:73012955:1",1.16848066818415,0.77021915,0.815934812351944,0.94896257,0,5,0,12,-8.44575,-1.5365491,3.80927401267386e-16,9.92061645543447e-16
"KY.Chr8.474","KY.Chr8.474","Cplx2-KY.Chr8.474","KH.C8.717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr8.475","KY.Chr8.475","Arid5b-KY.Chr8.475","KH.C8.314","Arid5b-KY.Chr8.475","ARID5B","CR848757.1","10:68092520:68278740:-1 ENSMUSG00000019947.10 ENSMUST00000219238.1 protein_coding protein_coding Arid5b AT rich interactive domain 5B (MRF1-like) [Source:MGI Symbol;Acc:MGI:2175912]","Arid5b","ENSMUSG00000019947.10","ENSMUST00000219238.1","protein_coding","protein_coding","10:68092520:68278740:-1",0.408743487112643,1.0608307,0.324767111578412,1.0183957,1,20,6,4,6.670146,0.9133981,4.36021439141841e-11,8.91564598545411e-11
"KY.Chr8.479","KY.Chr8.479","KY2019:KY.Chr8.479","KH.C8.199","KY2019:KY.Chr8.479","PNMA3","KH2013:KH.C8.199","nan","nan","nan","nan","nan","nan","nan",0.560868763806375,1.0136942,0.44517838180385,1.1507493,6,12,9,14,4.3977623,0.49256068,1.26332747686245e-05,1.93366450540171e-05
"KY.Chr8.480","KY.Chr8.480","Srsf12-KY.Chr8.480","KH.C8.565","Srsf12-KY.Chr8.480","SRSF12","SRSF10/12","4:33209263:33231293:1 ENSMUSG00000054679.8 ENSMUST00000108159.1 protein_coding protein_coding Srsf12 serine and arginine-rich splicing factor 12 [Source:MGI Symbol;Acc:MGI:2661424]","Srsf12","ENSMUSG00000054679.8","ENSMUST00000108159.1","protein_coding","protein_coding","4:33209263:33231293:1",0.840905179077436,1.5073098,0.611554613338123,1.3619647,1,7,6,0,7.3890758,0.72348994,4.1431484691696e-13,9.32293937117023e-13
"KY.Chr8.481","KY.Chr8.481","E130311K13Rik-KY.Chr8.481","KH.C8.89","E130311K13Rik-KY.Chr8.481","GALNT5","C3ORF33","3:63914684:63929472:-1 ENSMUSG00000048581.12 ENSMUST00000061706.6 protein_coding protein_coding E130311K13Rik RIKEN cDNA E130311K13 gene [Source:MGI Symbol;Acc:MGI:3607716]","E130311K13Rik","ENSMUSG00000048581.12","ENSMUST00000061706.6","protein_coding","protein_coding","3:63914684:63929472:-1",0.7475719055481,1.4485558,0.588507077060138,1.4568937,0,12,0,4,4.545412,0.43795785,6.41619395165781e-06,9.95490331273535e-06
"KY.Chr8.482","KY.Chr8.482","Gtsf1-KY.Chr8.482","KH.C8.370","Gtsf1-KY.Chr8.482","GTSF1","KH2013:KH.C8.370_GTSF1","15:103419968:103430244:-1 ENSMUSG00000022487.14 ENSMUST00000129837.1 protein_coding protein_coding Gtsf1 gametocyte specific factor 1 [Source:MGI Symbol;Acc:MGI:1921424]","Gtsf1","ENSMUSG00000022487.14","ENSMUST00000129837.1","protein_coding","protein_coding","15:103419968:103430244:-1",0.58369696641957,0.8468959,0.476852040421231,1.0708171,1,20,2,0,11.951143,1.5517459,1.42345738202202e-30,6.35888748526228e-30
"KY.Chr8.483","KY.Chr8.483","Pdcd2-KY.Chr8.483","KH.C8.169","Pdcd2-KY.Chr8.483","PDCD2","PDCD2","17:15521575:15527301:-1 ENSMUSG00000014771.13 ENSMUST00000054450.6 protein_coding protein_coding Pdcd2 programmed cell death 2 [Source:MGI Symbol;Acc:MGI:104643]","Pdcd2","ENSMUSG00000014771.13","ENSMUST00000054450.6","protein_coding","protein_coding","17:15521575:15527301:-1",0.379255548233821,0.40781766,0.26456291724146,0.74696517,4,7,1,5,11.100418,2.1269698,4.35079396098771e-27,1.7282672804215e-26
"KY.Chr8.485","KY.Chr8.485","Ranbp2-KY.Chr8.485","KH.C8.94","Ranbp2-KY.Chr8.485","RANBP2","RGPD1/2/3/4/5/6/8","10:58446922:58494356:1 ENSMUSG00000003226.7 ENSMUST00000003310.6 protein_coding protein_coding Ranbp2 RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]","Ranbp2","ENSMUSG00000003226.7","ENSMUST00000003310.6","protein_coding","protein_coding","10:58446922:58494356:1",0.75499968023141,1.1441542,0.609260533933509,1.2882044,3,24,5,11,10.192007,0.9300538,5.64087168535471e-23,1.90711852885752e-22
"KY.Chr8.494","KY.Chr8.494","Ola1-KY.Chr8.494","KH.C8.72","Ola1-KY.Chr8.494","OLA1","OLA1","2:73092801:73214447:-1 ENSMUSG00000027108.15 ENSMUST00000028517.12 protein_coding protein_coding Ola1 Obg-like ATPase 1 [Source:MGI Symbol;Acc:MGI:1914309]","Ola1","ENSMUSG00000027108.15","ENSMUST00000028517.12","protein_coding","protein_coding","2:73092801:73214447:-1",0.668985355272837,0.9295029,0.401726335266535,1.0625376,6,12,7,8,-16.428516,-1.6005287,3.56256601735148e-50,2.7016676430286e-49
"KY.Chr8.499","KY.Chr8.499","Spata6-KY.Chr8.499","KH.C8.451","Spata6-KY.Chr8.499","SPATA6","SPATA6","4:111720205:111829184:1 ENSMUSG00000034401.16 ENSMUST00000084354.3 protein_coding protein_coding Spata6 spermatogenesis associated 6 [Source:MGI Symbol;Acc:MGI:1915196]","Spata6","ENSMUSG00000034401.16","ENSMUST00000084354.3","protein_coding","protein_coding","4:111720205:111829184:1",0.268629215646698,0.3298433,0.197327245477291,0.45606127,3,14,5,11,6.8680882,1.6741769,1.13518753755823e-11,2.39426164074781e-11
"KY.Chr8.502","KY.Chr8.502","Abca7-KY.Chr8.502","KH.C8.113","Abca7-KY.Chr8.502","CASP8","ABCA1/4/7","10:79997576:80015553:1 ENSMUSG00000035722.15 ENSMUST00000171637.7 protein_coding protein_coding Abca7 ATP-binding cassette, sub-family A (ABC1), member 7 [Source:MGI Symbol;Acc:MGI:1351646]","Abca7","ENSMUSG00000035722.15","ENSMUST00000171637.7","protein_coding","protein_coding","10:79997576:80015553:1",0.471886814591552,1.1274354,0.366140478321269,1.0509886,3,31,5,11,6.5810847,0.7684455,8.13587438710479e-11,1.6394077671822e-10
"KY.Chr8.504","KY.Chr8.504","Ap1m2-KY.Chr8.504","KH.C8.442","Ap1m2-KY.Chr8.504","AP1M1","AP1M1/2/3","9:21294613:21312337:-1 ENSMUSG00000003309.14 ENSMUST00000115433.10 protein_coding protein_coding Ap1m2 adaptor protein complex AP-1, mu 2 subunit [Source:MGI Symbol;Acc:MGI:1336974]","Ap1m2","ENSMUSG00000003309.14","ENSMUST00000115433.10","protein_coding","protein_coding","9:21294613:21312337:-1",0.396283077553726,0.853605,0.22624920369304,0.6245691,4,34,3,7,7.222856,1.433342,1.04960415211121e-12,2.31780495502678e-12
"KY.Chr8.511","KY.Chr8.511","Myd88-KY.Chr8.511","KH.C8.842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6851482,-1.690821,3.59922977595e-06,5.67367979529334e-06
"KY.Chr8.515","KY.Chr8.515","Ciao1-KY.Chr8.515","KH.C8.478","Ciao1-KY.Chr8.515","REV3L","CIAO1","2:127240938:127247816:-1 ENSMUSG00000003662.10 ENSMUST00000003759.10 protein_coding protein_coding Ciao1 cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]","Ciao1","ENSMUSG00000003662.10","ENSMUST00000003759.10","protein_coding","protein_coding","2:127240938:127247816:-1",0.492883043476002,0.73456514,0.373678719076001,0.9224444,3,20,2,3,9.0344305,1.2298094,9.76462000609935e-19,2.82769282854631e-18
"KY.Chr8.520","KY.Chr8.520","Lasp1-KY.Chr8.520","KH.C8.138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr8.522","KY.Chr8.522","Tapt1-KY.Chr8.522","KH.C8.150","Tapt1-KY.Chr8.522","TAPT1","TAPT1","5:44175154:44226622:-1 ENSMUSG00000046985.11 ENSMUST00000055128.11 protein_coding protein_coding Tapt1 transmembrane anterior posterior transformation 1 [Source:MGI Symbol;Acc:MGI:2683537]","Tapt1","ENSMUSG00000046985.11","ENSMUST00000055128.11","protein_coding","protein_coding","5:44175154:44226622:-1",0.330850083885971,0.48398986,0.238349049996948,0.5889756,3,13,3,3,3.9208696,0.6781497,9.4653003923718e-05,0.000136832591879115
"KY.Chr8.523","KY.Chr8.523","Ubtd2-KY.Chr8.523","KH.C8.562","Ubtd2-KY.Chr8.523","UBTD2","UBTD1/2","11:32455370:32516687:1 ENSMUSG00000044949.4 ENSMUST00000051053.4 protein_coding protein_coding Ubtd2 ubiquitin domain containing 2 [Source:MGI Symbol;Acc:MGI:2444752]","Ubtd2","ENSMUSG00000044949.4","ENSMUST00000051053.4","protein_coding","protein_coding","11:32455370:32516687:1",0.586459586205135,1.0959319,0.478013262379219,1.1480427,1,26,6,0,8.673512,0.95279753,2.23711968434332e-17,6.11858595500389e-17
"KY.Chr8.525","KY.Chr8.525","Dgkh-KY.Chr8.525","KH.C8.618","Dgkh-KY.Chr8.525","DGKD","DGKH","14:78570071:78629290:-1 ENSMUSG00000034731.11 ENSMUST00000227767.1 protein_coding protein_coding Dgkh diacylglycerol kinase, eta [Source:MGI Symbol;Acc:MGI:2444188]","Dgkh","ENSMUSG00000034731.11","ENSMUST00000227767.1","protein_coding","protein_coding","14:78570071:78629290:-1",0.348999904399778,0.5853124,0.185470985351292,0.2622596,0,14,2,13,-3.6242938,-0.89011073,0.000315491842637725,0.000439677090617695
"KY.Chr8.526","KY.Chr8.526","Bcap31-KY.Chr8.526","KH.C8.413","Bcap31-KY.Chr8.526","BCAP31","BCAP29/31","X:73686178:73716175:-1 ENSMUSG00000002015.5 ENSMUST00000002091.5 protein_coding protein_coding Bcap31 B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]","Bcap31","ENSMUSG00000002015.5","ENSMUST00000002091.5","protein_coding","protein_coding","X:73686178:73716175:-1",0.414048615300433,0.72043085,0.201696530300281,0.4994552,2,6,5,16,3.4631233,0.6565681,0.000560267990838683,0.000768230597971525
"KY.Chr8.527","KY.Chr8.527","Xpc-KY.Chr8.527","KH.C8.480","Xpc-KY.Chr8.527","XPC","XPC","6:91489305:91515888:-1 ENSMUSG00000030094.8 ENSMUST00000032182.4 protein_coding protein_coding Xpc xeroderma pigmentosum, complementation group C [Source:MGI Symbol;Acc:MGI:103557]","Xpc","ENSMUSG00000030094.8","ENSMUST00000032182.4","protein_coding","protein_coding","6:91489305:91515888:-1",0.696907356032542,1.173903,0.521899932846876,1.488224,1,3,6,0,12.474804,1.3491343,8.18131831725413e-33,3.87723346339435e-32
"KY.Chr8.528","KY.Chr8.528","Mrpl48-KY.Chr8.528","KH.C8.294","Mrpl48-KY.Chr8.528","MRPL48","MRPL48","7:100545751:100583102:-1 ENSMUSG00000030706.17 ENSMUST00000150042.7 protein_coding protein_coding Mrpl48 mitochondrial ribosomal protein L48 [Source:MGI Symbol;Acc:MGI:1289321]","Mrpl48","ENSMUSG00000030706.17","ENSMUST00000150042.7","protein_coding","protein_coding","7:100545751:100583102:-1",0.290059437948267,0.46019888,0.236632427538845,0.55124503,4,29,3,5,10.822372,2.4364674,7.4156777500755e-26,2.81313993535347e-25
